measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,51,Poland,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,144.26074823007,163.48517026746,127.19985964589
1,Deaths,51,Poland,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.370726616,0.4201302545,0.3268829232
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,39550.750691806,45130.651379766,34382.078734737
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,612.024962902,698.370672762,532.042747363
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,1594.6847176492,2819.6626816186,737.3287023966
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,24.676820613000004,43.632645975,11.409734725
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,6374.1849935856,7281.974839797,5383.9883865538
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,98.636816256,112.684338819,83.31410354
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,1629.7501079727,3424.9868435627,722.31366593935
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,25.219438248,52.999687613999996,11.177385750000001
1,Deaths,61,Moldova,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,1359.8607318015,1496.0519478845,1247.5258554241
1,Deaths,61,Moldova,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,33.450228511,36.800297676,30.686982791
1,Deaths,61,Moldova,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,6.1898446286079,7.3753339225797,5.1757485472529
1,Deaths,61,Moldova,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.1522594971,0.1814204893,0.1273144903
1,Deaths,61,Moldova,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,139.1028173045,218.66225609816,89.138915026797
1,Deaths,61,Moldova,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,3.421689325,5.378714195,2.192663487
1,Deaths,61,Moldova,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,2.7358347135233,3.0077643867788,2.4937446901241
1,Deaths,61,Moldova,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.06729681559,0.07398581373999999,0.06134181945
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,87074.244443152,101348.07841703,74164.48999937
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,559.094548225,650.745304301,476.20236873600004
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,1644.6671450864,3615.8505138361,742.07786714677
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,10.560233932000001,23.216994305,4.764803816000001
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,10145.901456569,11503.92685419,8925.6564455678
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,65.145763801,73.865498416,57.310698321000004
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,2843.2966027659,4360.1439218681,1760.274286367
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,18.256506883,27.996025165,11.302535859
1,Deaths,71,Australia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,5948.9582344786,6636.703476097,5350.1741150055
1,Deaths,71,Australia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,24.459455744000003,27.287154808,21.997521981
1,Deaths,71,Australia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,17.560634030682,21.036966852417,14.602506731028
1,Deaths,71,Australia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.0722014704,0.0864945946,0.060038973970000006
1,Deaths,71,Australia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,444.02427987122,502.29333520639,384.85140209254
1,Deaths,71,Australia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,1.825629261,2.065205445,1.582336881
1,Deaths,71,Australia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,167.46648202256,204.1550145461,138.48041879636
1,Deaths,71,Australia,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.6885472429999999,0.8393941243,0.5693695584
1,Deaths,149,Palestine,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,2300.0195790866,2805.7405518666,1871.5473058402
1,Deaths,149,Palestine,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,49.218011554,60.039910022,40.049152449
1,Deaths,149,Palestine,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,24.506370171223,35.385729603918,17.377577530362
1,Deaths,149,Palestine,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.5244106433,0.7572175491,0.371861961
1,Deaths,149,Palestine,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,1421.2498660658,1882.5683864752,1031.8722490817
1,Deaths,149,Palestine,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,30.413258355000004,40.284989517999996,22.080984490000002
1,Deaths,149,Palestine,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,9.3290015123846,16.498893871066,6.8511696697624
1,Deaths,149,Palestine,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.19963085830000002,0.3530590448,0.1466078515
1,Deaths,12,Laos,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,12687.792724715,15415.347813335,10498.841594696
1,Deaths,12,Laos,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,186.605344061,226.720771752,154.411408585
1,Deaths,12,Laos,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,419.65511136194,574.1605389825,296.43718168412
1,Deaths,12,Laos,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,6.172065332,8.444449486,4.359841114
1,Deaths,12,Laos,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,4098.5362804824,5149.7522978292,3200.762315576
1,Deaths,12,Laos,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,60.279102763000004,75.739831664,47.075119801
1,Deaths,12,Laos,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,174.41504587253,326.02542259085,113.65894634296
1,Deaths,12,Laos,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,2.565204159,4.795009589999999,1.6716356190000001
1,Deaths,91,Portugal,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,8330.390968203,9203.4694830008,7551.6985673809
1,Deaths,91,Portugal,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,77.13517988999999,85.219438188,69.924880518
1,Deaths,91,Portugal,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,7.4424024401332,8.5535829295852,6.4610011928038
1,Deaths,91,Portugal,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.06891285693,0.07920182270000001,0.05982557809
1,Deaths,91,Portugal,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,73.045494747478,83.127508952628,63.216299323108
